Trial #,CS Timestamp,Airpuff,Tone
1,2025-05-21 16:30:07.006268,True,10
1,2025-05-21 16:32:43.871489,True,10
2,2025-05-21 16:32:58.146135,True,10
3,2025-05-21 16:33:24.350371,False,20
4,2025-05-21 16:33:46.665313,False,10
5,2025-05-21 16:34:00.658220,True,10
6,2025-05-21 16:34:12.911811,True,10
7,2025-05-21 16:34:23.442645,True,10
8,2025-05-21 16:34:37.794646,True,10
9,2025-05-21 16:35:02.642038,True,10
10,2025-05-21 16:35:19.588234,True,10
11,2025-05-21 16:35:35.056771,True,10
12,2025-05-21 16:35:49.515658,False,2
13,2025-05-21 16:36:10.951081,True,10
14,2025-05-21 16:36:21.265789,True,10
15,2025-05-21 16:36:35.971732,True,10
16,2025-05-21 16:36:55.265828,True,10
17,2025-05-21 16:37:17.625938,True,10
18,2025-05-21 16:37:38.917586,True,10
19,2025-05-21 16:37:59.873494,True,10
20,2025-05-21 16:38:12.436153,False,6
21,2025-05-21 16:38:30.253969,True,10
22,2025-05-21 16:38:48.175376,True,10
23,2025-05-21 16:39:10.709845,False,10
24,2025-05-21 16:39:25.841555,True,10
25,2025-05-21 16:39:55.111670,True,10
26,2025-05-21 16:40:11.880172,False,20
27,2025-05-21 16:40:32.400649,False,6
28,2025-05-21 16:40:58.418530,True,10
29,2025-05-21 16:41:13.695457,False,20
30,2025-05-21 16:41:27.092424,False,14
31,2025-05-21 16:41:36.588175,True,10
32,2025-05-21 16:42:01.633170,True,10
33,2025-05-21 16:42:14.564945,False,6
34,2025-05-21 16:42:24.638837,True,10
35,2025-05-21 16:42:44.156268,True,10
36,2025-05-21 16:43:03.717077,True,10
37,2025-05-21 16:43:18.234978,True,10
38,2025-05-21 16:43:46.672129,False,14
39,2025-05-21 16:43:56.726593,True,10
40,2025-05-21 16:44:07.108499,False,10
41,2025-05-21 16:44:45.079351,True,10
42,2025-05-21 16:44:58.120184,True,10
43,2025-05-21 16:45:09.229645,False,2
44,2025-05-21 16:45:21.068868,True,10
45,2025-05-21 16:45:36.685106,True,10
46,2025-05-21 16:45:47.960665,True,10
47,2025-05-21 16:46:02.810147,True,10
48,2025-05-21 16:46:16.284983,True,10
49,2025-05-21 16:46:32.171888,True,10
50,2025-05-21 16:46:45.824956,False,20
51,2025-05-21 16:47:10.724902,False,2
52,2025-05-21 16:47:21.356063,False,2
53,2025-05-21 16:47:31.420549,False,2
54,2025-05-21 16:47:45.515996,False,10
55,2025-05-21 16:47:53.833728,True,10
56,2025-05-21 16:48:05.555464,True,10
57,2025-05-21 16:48:20.244388,True,10
58,2025-05-21 16:48:32.954652,True,10
59,2025-05-21 16:48:42.110883,True,10
60,2025-05-21 16:48:55.643340,True,10
61,2025-05-21 16:49:07.602895,False,14
62,2025-05-21 16:49:23.682303,True,10
63,2025-05-21 16:49:37.219046,True,10
64,2025-05-21 16:49:49.784878,True,10
65,2025-05-21 16:50:02.122364,False,20
66,2025-05-21 16:50:22.744676,True,10
67,2025-05-21 16:50:41.287778,False,6
68,2025-05-21 16:50:53.473756,True,10
69,2025-05-21 16:51:12.393934,True,10
70,2025-05-21 16:51:27.833393,True,10
71,2025-05-21 16:51:37.747007,True,10
72,2025-05-21 16:51:50.624042,False,14
73,2025-05-21 16:51:59.991030,False,10
74,2025-05-21 16:52:12.373498,False,20
75,2025-05-21 16:52:24.426042,True,10
76,2025-05-21 16:52:33.751823,False,14
77,2025-05-21 16:52:45.009885,True,10
78,2025-05-21 16:52:53.329492,True,10
79,2025-05-21 16:53:03.038072,True,10
80,2025-05-21 16:53:16.852527,False,14
81,2025-05-21 16:53:25.937646,False,20
82,2025-05-21 16:53:41.547625,False,14
83,2025-05-21 16:53:52.977475,True,10
84,2025-05-21 16:54:05.715355,True,10
85,2025-05-21 16:54:16.796648,False,2
86,2025-05-21 16:54:34.909887,True,10
87,2025-05-21 16:54:53.318492,True,10
88,2025-05-21 16:55:12.926887,True,10
89,2025-05-21 16:55:27.816353,False,2
90,2025-05-21 16:55:42.465962,True,10
91,2025-05-21 16:56:00.472206,True,10
92,2025-05-21 16:56:10.153929,False,10
93,2025-05-21 16:56:27.258376,False,6
94,2025-05-21 16:56:46.028190,False,10
95,2025-05-21 16:57:04.082214,True,10
96,2025-05-21 16:57:17.519688,False,6
97,2025-05-21 16:57:32.906447,False,10
98,2025-05-21 16:57:45.273024,False,2
99,2025-05-21 16:58:01.835722,False,6
100,2025-05-21 16:58:12.297487,True,10
101,2025-05-21 16:58:27.436596,True,10
102,2025-05-21 16:58:37.180084,True,10
103,2025-05-21 16:58:53.875541,True,10
104,2025-05-21 16:59:05.588317,False,20
105,2025-05-21 16:59:14.878273,True,10
106,2025-05-21 16:59:28.034621,True,10
107,2025-05-21 16:59:39.481934,True,10
108,2025-05-21 16:59:58.198516,False,14
109,2025-05-21 17:00:06.507046,True,10
110,2025-05-21 17:00:36.075192,True,10
